recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs
573," ","PN G043.8+02.1 ",IPHASXJ190333,4312552751859040512,B,285.9111,10.7067,3.92,20.33,1.84,2.56,0.66,285.9111,10.7067
574," ","PN G044.0+05.2 ",K3-16,4504427250399940864,B,283.2566,12.2666,0.55,18.2,0.43,0.78,0.01,283.2566,12.2666
575," ","PN G044.3+10.4 ",We3-1,4509807233807831936,B,278.5111,14.8221,0.16,15.24,0.95,0.6,0.67,278.5111,14.8221
576,*,"PN G044.3-04.1 ",IPHASJ192717.94+081429.4,4296182638654046592,B,291.8248,8.2415,0.12,17.58,0.5,0.87,0.04,291.8248,8.2415
577," ","PN G044.3-05.6 ",K3-36,4295152602412852480,A,293.1647,7.4644,0.67,17.11,0.03,0.67,-0.34,293.1647,7.4644
578," ","PN G044.6+00.4 ",IRAS19089+1032,4312377345401979008,B,287.8214,10.6262,0.14,19.09,3.67,3.82,2.09,287.8214,10.6262
579," ","PN G044.9+00.0 ",AGP2,4309376159667160192,B,288.4061,10.6607,6.62,20.94,0.79,14.96,-2.01,288.4061,10.6607
580," ","PN G045.0-12.4 ",WHTZ3,4248349003725092608,B,299.4972,4.7921,1.26,20.13,0.35,0.21,0.24,299.4972,4.7921
581,*,"PN G045.1-20.9 ",DSHJ2027.7+0042,4230632362398259712,B,306.9327,0.7117,0.4,12.97,1.09,0.21,0.99,306.9327,0.7117
582," ","PN G045.4-02.7 ",Vy2-2,4308704598615929728,A,291.0926,9.8989,0.13,12.78,1.12,4.05,-0.9,291.0926,9.8989
583," ","PN G045.6+24.3 ",K1-14,4556040392088374912,A,265.6528,21.4501,2.44,16.09,-0.07,0.3,-0.23,265.6528,21.4501
584," ","PN G045.7-03.8 ",Fe1,4308446247710760576,B,292.1962,9.5768,3.83,20.46,1.36,1.6,0.61,292.1962,9.5768
585," ","PN G045.7-04.5 ",NGC6804,4296362443149857920,B,292.8964,9.2253,0.13,13.98,0.5,0.33,0.33,292.8964,9.2253
586," ","PN G045.9-01.9 ",K3-33,4309563832565090432,B,290.6111,10.6892,0.11,18.77,2.42,3.7,0.8,290.6111,10.6892
587," ","PN G046.0-05.9 ",Pa38,4302106562442047616,B,294.2294,8.9033,9.4,18.0,-0.02,0.69,-0.4,294.2294,8.9033
588," ","PN G046.3-03.1 ",PB9,4314739847970750976,A,291.9367,10.4057,0.13,17.33,0.73,2.58,-0.62,291.9367,10.4057
589," ","PN G046.4-04.1 ",NGC6803,4314488781356419456,A,292.8187,10.056,0.13,16.77,0.17,1.29,-0.53,292.8187,10.056
590," ","PN G046.6-01.4 ",Pa131,4315858566694277504,B,290.525,11.5447,0.09,18.36,3.4,3.59,1.94,290.525,11.5447
591," ","PN G046.7-13.7 ",PaJ2005.8+0535,4248742109181848704,B,301.4553,5.5845,0.9,18.8,0.93,0.35,0.77,301.4553,5.5845
592,*,"PN G046.8+03.8 ",Sh2-78,4506484097383382272,A,285.792,14.1163,0.27,17.61,-0.01,0.82,-0.46,285.792,14.1163
593,*,"PN G047.0+42.4 ",Abell39,1305573511415857536,A,246.8905,27.9093,0.19,15.57,-0.46,0.21,-0.58,246.8905,27.9093
594," ","PN G047.0-02.0 ",IPHASXJ192510.5+113400,4315641726680561920,B,291.2949,11.5653,1.75,20.44,2.22,3.18,0.81,291.2949,11.5653
595," ","PN G047.1+03.9 ",IPHASXJ190319.0+142524,4506633764087096704,A,285.8293,14.4235,0.07,20.64,0.6,1.94,-0.43,285.8293,14.4235
596," ","PN G047.1-02.6 ",Fr2-28,4314870419308920576,A,291.7852,11.3804,2.59,20.17,1.17,2.74,-0.24,291.7852,11.3804
597," ","PN G047.1-04.2 ",Abell62,4314617943916816384,A,293.3245,10.6166,0.08,18.57,-0.02,0.98,-0.56,293.3245,10.6166
598," ","PN G047.2+01.7 ",PM1-286,4314096397510483456,B,287.8993,13.5198,0.22,18.25,1.91,3.43,0.27,287.8993,13.5198
599," ","PN G048.0+04.1 ",IPHASXJ190419.4+152126,4512908200193607424,A,286.0787,15.36,12.14,20.87,0.25,1.8,-0.72,286.0787,15.36
600," ","PN G048.0-02.3 ",PB10,4315832144050466304,B,292.06,12.3267,0.28,18.99,1.09,2.46,-0.19,292.06,12.3267
601," ","PN G048.0-04.4 ",IPHASXJ193532.1+112115,4315045722705910528,B,293.8838,11.3543,0.18,19.18,0.28,0.85,-0.18,293.8838,11.3543
602," ","PN G048.1+01.1 ",K3-29,4320225109682166784,A,288.8774,14.0639,0.25,19.38,1.54,5.75,-1.11,288.8774,14.0639
603," ","PN G048.1-03.2 ",IPHASXJ193127.0+115622,4315370731432156160,B,292.8626,11.9401,1.35,20.29,0.42,1.14,-0.19,292.8626,11.9401
604," ","PN G048.7+01.9 ",M4-13,4320554035406988672,B,288.4101,14.9886,0.05,17.66,1.53,2.97,0.05,288.4101,14.9886
605,*,"PN G048.7-01.5 ",DeHt4,4316505805395758848,B,291.6159,13.3264,8.59,16.28,1.31,1.69,0.5,291.6159,13.3264
606," ","PN G048.9+04.3 ",IPHASXJ190512.4+161347,4513118103860843392,A,286.3021,16.2298,0.11,20.11,0.49,1.56,-0.35,286.3021,16.2298
607," ",PN G048.9+04.3a,Pa19,4513118413125457792,A,286.286,16.2557,0.09,16.95,0.5,1.63,-0.38,286.286,16.2557
608," ","PN G049.3-04.0 ",IPHASXJ193636.3+123758,4315489852332938112,B,294.1518,12.6329,3.96,17.78,1.38,0.96,0.94,294.1518,12.6329
609," ","PN G049.4+02.4 ",Hen2-428,4513170261953875840,B,288.2727,15.7777,0.58,15.48,1.16,2.5,-0.12,288.2727,15.7777
610," ","PN G049.6-02.8 ",IPHASXJ193305.9+132921,4316390975195628032,B,293.2755,13.4897,3.71,15.96,1.47,2.55,0.22,293.2755,13.4897
611," ","PN G049.6-07.7 ",Pa54,4303586921715070592,A,297.6019,11.044,1.1,19.91,-0.09,0.53,-0.38,297.6019,11.044
612," ","PN G049.7-00.7 ",IPHASXJ192543.2+143546,4319754445624777600,B,291.432,14.5943,9.38,18.7,2.48,4.75,0.27,291.432,14.5943
613," ","PN G050.2-11.9 ",Pa144,4299561781443125504,A,301.6325,9.4391,0.05,18.42,-0.38,0.35,-0.57,301.6325,9.4391
614," ","PN G050.4+05.2 ",Abell52,4514604677947726976,A,286.1347,17.9521,0.07,17.68,0.15,0.78,-0.28,286.1347,17.9521
615," ","PN G050.8+02.3 ",IPHASJ191621.43+165638.9,4513368517631376128,A,289.0893,16.9441,0.16,21.28,2.05,6.52,-0.97,289.0893,16.9441
616," ","PN G051.0-04.5 ",PC22,4317178603426318720,A,295.5145,13.8437,0.08,18.02,0.07,0.76,-0.35,295.5145,13.8437
617,*,"PN G051.3+01.8 ",PM1-295,4514868732516293760,B,289.8279,17.1969,1.09,14.36,1.93,3.43,0.29,289.8279,17.1969
618," ","PN G051.4+09.6 ",Hu2-1,4530814090658118656,B,282.4482,20.8442,0.06,12.82,0.29,0.48,0.03,282.4482,20.8442
619," ","PN G051.5+05.1 ",Kn4,4514801073882782336,A,286.816,18.8779,0.08,18.03,0.44,1.36,-0.29,286.816,18.8779
620," ","PN G051.5+06.1 ",K1-17,4517888747357117312,B,285.9055,19.3563,0.48,18.28,1.03,1.35,0.36,285.9055,19.3563
621," ","PN G051.8+01.7 ",IRAS19183+1727,4514907211117285504,A,290.1317,17.5469,0.18,21.12,2.49,7.86,-1.02,290.1317,17.5469
622," ","PN G051.9-02.5 ",IPHASXJ193633.5+153345,4318746644455494528,A,294.139,15.5606,7.34,19.63,0.19,1.27,-0.5,294.139,15.5606
623,*,"PN G051.9-03.8 ",M1-73,4318420669299100288,B,295.2887,14.9497,0.6,14.49,0.74,1.21,0.11,295.2887,14.9497
624," ","PN G052.2+07.6 ",K4-10,4518973106345424000,A,284.7656,20.617,0.24,16.9,-0.1,0.85,-0.57,284.7656,20.617
625," ","PN G052.4-09.9 ",Kn5,1805970255468857728,A,300.9344,12.3738,0.16,20.18,-0.18,0.18,-0.29,300.9344,12.3738
626,*,"PN G052.5-02.9 ",Me1-1,4318785810234714752,B,294.7909,15.9467,0.18,12.52,1.25,1.06,0.76,294.7909,15.9467
627," ","PN G052.9+02.7 ",K3-31,4515390553873264896,A,289.761,19.0392,0.06,19.64,1.6,5.26,-0.93,289.761,19.0392
628," ","PN G052.9-02.7 ",K3-41,4318903049992391552,A,294.8161,16.3468,0.03,18.12,0.72,1.99,-0.34,294.8161,16.3468
629," ","PN G053.1-02.1 ",WOW1,4321991131474701312,B,294.3648,16.8989,2.17,20.5,1.91,2.28,0.9,294.3648,16.8989
630,*,"PN G053.8-03.0 ",Abell63,1820963913284517504,B,295.5429,17.0873,0.17,14.97,0.28,0.81,-0.15,295.5429,17.0873
631,*,"PN G053.9-33.2 ",Fr2-21,2691081097260836480,A,321.5882,0.9761,0.2,14.22,-0.49,0.14,-0.57,321.5882,0.9761
632,*,"PN G054.1-12.1 ",NGC6891,1803234906762692736,A,303.7869,12.7043,0.07,12.29,-0.21,0.3,-0.38,303.7869,12.7043
633," ","PN G054.2-03.4 ",IPHASXJ194359.5+170901,1820974088126464384,B,295.998,17.1503,0.15,17.69,0.77,1.08,0.22,295.998,17.1503
634," ","PN G054.3-03.8 ",StDr26,1820914366568717312,A,296.5455,17.1025,0.32,19.19,0.15,0.73,-0.25,296.5455,17.1025
635," ","PN G054.4+00.5 ",IPHASXJ193009.3+192129,4323453997342946176,A,292.54,19.3562,7.9,21.04,2.05,7.79,-1.25,292.54,19.3562
636," ","PN G054.4+03.9 ",StDr28,4516892418037504768,B,289.3555,20.8771,7.03,20.96,1.8,3.42,0.13,289.3555,20.8771
637," ","PN G054.4-02.5 ",M1-72,1824067323576290304,B,295.3915,17.7548,0.07,14.98,1.21,1.46,0.51,295.3915,17.7548
638," ","PN G054.5+01.8 ",IPHASXJ192534.9+200334,4515887189511585792,B,291.3954,20.0596,1.26,18.64,1.38,2.97,-0.12,291.3954,20.0596
639,*,"PN G055.0-15.1 ",Fr2-15,1755635540865117568,A,306.802,11.8855,0.16,13.75,-0.24,0.14,-0.31,306.802,11.8855
640," ","PN G055.2+02.8 ",Hen2-432,2018764096614237440,B,290.8534,21.1334,0.22,18.15,1.29,2.11,0.25,290.8534,21.1334
641," ","PN G055.2-01.7 ",PaJ1940.3+1855,1824467305255529088,B,295.0742,18.9225,1.4,20.65,1.67,2.21,0.64,295.0742,18.9225
642,*,"PN G055.4+16.0 ",Abell46,4585381817643702528,A,277.8275,26.9367,4.1,14.96,-0.23,0.28,-0.38,277.8275,26.9367
643," ","PN G055.5-00.5 ",M1-71,1825515616543459584,A,294.1122,19.7067,0.1,17.45,1.06,2.94,-0.47,294.1122,19.7067
644,*,"PN G055.6+02.1 ",Hen1-2,2018024881202947200,B,291.6573,21.1575,0.19,15.28,1.46,2.69,0.12,291.6573,21.1575
645," ","PN G055.7-03.8 ",IPHASXJ194905.2+181503,1821510512351202432,B,297.272,18.2514,1.82,20.28,1.47,0.87,1.08,297.272,18.2514
646," ","PN G056.1-00.4 ",IPHASXJ193718.6+202102,1825574925785515904,A,294.3277,20.3502,2.44,21.49,2.36,11.37,-1.53,294.3277,20.3502
647,*,"PN G056.1-03.8 ",RaMul2,1821559921653783552,A,297.4738,18.6708,0.28,15.6,0.31,1.22,-0.35,297.4738,18.6708
648," ","PN G056.6-00.8 ",StDr30,1825965492917941376,A,294.9496,20.5694,0.67,21.09,2.06,8.13,-1.3,294.9496,20.5694
649," ","PN G056.7-00.3 ",IPHASXJ193809.1+205412,1826039022754497152,A,294.5396,20.905,7.59,20.88,1.88,14.88,-1.82,294.5396,20.905
650," ","PN G056.8-06.9 ",K3-51,1821791540605697152,A,300.6514,17.6141,0.08,17.23,-0.06,0.48,-0.33,300.6514,17.6141
651," ","PN G056.9-11.7 ",Pa26,1805339376318567040,A,304.9423,15.2353,0.11,16.91,-0.3,0.3,-0.47,304.9423,15.2353
652,*,"PN G057.0+07.8 ",Pa20,2035653626010277376,B,286.8826,24.9993,0.03,12.23,1.39,0.46,1.19,286.8826,24.9993
653," ","PN G057.2-08.9 ",NGC6879,1809552460055588608,A,302.6112,16.9225,0.14,14.66,-0.02,0.71,-0.41,302.6112,16.9225
654," ","PN G057.6+01.8 ",PM1-305,2019351991760108672,B,292.9221,22.7274,0.27,19.17,1.33,2.7,-0.03,292.9221,22.7274
655," ","PN G057.8-01.7 ",IPHASXJ194533.6+210808,1827406746503611648,A,296.3896,21.1358,1.88,21.24,1.35,4.53,-0.88,296.3896,21.1358
656," ","PN G057.9+01.7 ",K4-30,2019455895594998784,B,293.2876,22.976,0.11,20.09,2.46,2.99,1.21,293.2876,22.976
657," ","PN G057.9-00.7 ",Kn7,1827688560762404480,B,295.6087,21.7562,1.61,20.19,2.7,4.09,0.97,295.6087,21.7562
658," ","PN G057.9-01.5 ",Hen2-447,1827414443108647168,B,296.3423,21.3344,0.1,17.75,1.56,2.27,0.48,296.3423,21.3344
659,*,"PN G057.9-09.8 ",Alves6,1809885066631267072,B,303.7916,17.0503,0.26,13.39,0.44,0.35,0.26,303.7916,17.0503
660," ","PN G058.1-03.7 ",IPHASXJ195343.7+202635,1826327227947840512,B,298.4322,20.443,0.86,20.44,1.13,0.75,0.77,298.4322,20.443
661," ","PN G058.2+04.5 ",Kn8,2023015633218874880,A,290.6613,24.5506,2.01,20.7,0.03,1.06,-0.55,290.6613,24.5506
662," ","PN G058.3-02.9 ",IPHASJ195116.18+205954.2,1826560255678412672,B,297.8174,20.9984,0.06,20.24,0.88,1.56,0.08,297.8174,20.9984
663," ","PN G058.3-08.2 ",Pa23,1810256976445430656,B,302.5894,18.1972,0.03,18.68,0.15,0.64,-0.2,302.5894,18.1972
664," ","PN G058.3-10.9 ",IC4997,1808888702934248704,B,305.0365,16.7316,0.11,11.75,0.09,0.32,-0.08,305.0365,16.7316
665," ","PN G058.5-13.3 ",Pa146,1805554841937332096,A,307.2892,15.6168,0.07,17.16,-0.36,0.28,-0.52,307.2892,15.6168
666," ","PN G058.6+00.9 ",PM1-309,2020219403339189760,A,294.3722,23.1629,0.08,21.26,1.87,7.97,-1.36,294.3722,23.1629
667,*,"PN G058.6+06.1 ",Abell57,2024098484670541952,B,289.2736,25.6258,1.2,17.54,0.42,0.62,0.09,289.2736,25.6258
668," ","PN G058.6-03.6 ",V458Vul,1826449965231860608,B,298.6026,20.8811,0.18,18.1,0.5,1.03,-0.05,298.6026,20.8811
669," ","PN G058.6-05.5 ",WeSb5,1823095492701560704,B,300.425,19.9111,0.04,18.11,0.45,1.12,-0.15,300.425,19.9111
670,*,"PN G058.8-16.9 ",Kn121,1762118192700900736,A,310.5081,13.8542,0.58,15.57,-0.46,0.3,-0.62,310.5081,13.8542
671," ","PN G058.9+01.3 ",K3-40,2021005760309552256,A,294.091,23.6632,0.24,17.61,1.28,3.38,-0.46,294.091,23.6632
672," ","PN G058.9+09.0 ",Si1-2,2036937138334923648,A,286.5299,27.2162,0.38,19.07,-0.26,0.43,-0.5,286.5299,27.2162
673," ","PN G059.0-01.7 ",Hen1-3,1827574864387670400,A,297.11,22.1437,0.02,19.07,1.22,3.27,-0.46,297.11,22.1437
674," ","PN G059.1+03.3 ",IPHASXJ192902.5+244646,2022884520783629312,A,292.2606,24.7796,0.13,19.94,0.54,1.43,-0.23,292.2606,24.7796
675,*,"PN G059.1-00.7 ",Kn9,1827853320031235712,A,296.2464,22.7632,1.34,16.17,-0.44,0.29,-0.6,296.2464,22.7632
676," ","PN G059.1-07.1 ",Kn10,1822599612929731584,B,302.1364,19.4762,3.52,21.03,0.78,0.78,0.39,302.1364,19.4762
677," ","PN G059.2+01.0 ",Ou3,2020279846435035904,A,294.5711,23.7626,7.17,21.18,2.52,6.89,-0.73,294.5711,23.7626
678," ","PN G059.4+02.3 ",K3-37,2021325275814159360,A,293.4448,24.5408,0.1,19.76,1.18,2.76,-0.25,293.4448,24.5408
679,*,"PN G059.7-00.8 ",IPHASXJ194633.0+231659,2020051560320985856,B,296.6375,23.2832,0.17,15.53,3.66,4.08,2.0,296.6375,23.2832
680," ","PN G059.7-01.0 ",IPHASXJ194727.5+230816,1827892485806779776,B,296.8648,23.1378,0.4,19.21,2.4,3.33,0.97,296.8648,23.1378
681,*,"PN G059.7-18.7 ",Abell72,1761341417799128320,A,312.5086,13.5582,0.14,16.01,-0.48,0.18,-0.58,312.5086,13.5582
682," ","PN G059.8-00.5 ",2MASSJ19453289+2328105,2020070320738847232,A,296.3871,23.4696,0.14,20.75,2.48,6.86,-0.75,296.3871,23.4696
683," ","PN G059.8-00.6 ",IPHASXJ194556.2+232833,2020069805330883072,A,296.4848,23.4751,3.47,21.02,1.88,6.25,-1.02,296.4848,23.4751
684," ","PN G059.9+02.0 ",K3-39,2021426048629219072,B,293.9768,24.9139,0.23,16.69,1.93,2.52,0.8,293.9768,24.9139
685," ","PN G060.0-04.3 ",Abell68,1826936121144576896,B,300.0442,21.7155,0.03,18.83,0.62,0.88,0.16,300.0442,21.7155
686," ","PN G060.3-01.4 ",IPHASJ194957.59+232600.6,1828288000756444672,A,297.4899,23.4335,0.18,20.87,2.54,7.11,-0.78,297.4899,23.4335
687," ","PN G060.3-02.0 ",IPHASJ195224.67+230856.2,1828035525404444416,B,298.1028,23.1489,0.19,20.49,1.23,2.37,0.03,298.1028,23.1489
688," ","PN G060.3-05.0 ",Kn12,1823929193070538624,A,300.8439,21.5979,0.36,18.44,-0.03,0.69,-0.41,300.8439,21.5979
689," ","PN G060.3-07.3 ",Hen1-5,1828750899461025408,B,302.9836,20.3345,0.01,19.34,2.21,0.48,2.01,302.9836,20.3345
690," ","PN G060.5+01.8 ",Hen2-440,2021459171418312832,B,294.5348,25.2613,0.22,17.59,1.59,2.49,0.4,294.5348,25.2613
691," ","PN G060.5-05.8 ",Kn13,1829680085557106176,A,301.7048,21.357,2.81,20.03,-0.14,0.81,-0.59,301.7048,21.357
692,*,"PN G060.8-03.6 ",NGC6853,1827256624493300096,A,299.9016,22.7212,0.39,14.04,-0.54,0.0,-0.54,299.9016,22.7212
693," ","PN G060.8-07.9 ",Pa25,1828581643391652992,A,303.7573,20.4226,0.11,18.35,0.17,0.74,-0.23,303.7573,20.4226
694," ","PN G061.0+08.0 ",K3-27,2038257376937231488,A,288.6248,28.6792,0.24,17.31,-0.15,0.48,-0.42,288.6248,28.6792
695,*,"PN G061.4-09.5 ",NGC6905,1816547660416810880,A,305.5958,20.1045,0.91,14.6,-0.19,0.22,-0.32,305.5958,20.1045
696," ","PN G061.5-02.6 "," ",1834171384397003264,A,299.3468,23.8801,0.65,18.1,1.28,3.12,-0.32,299.3468,23.8801
697," ","PN G061.8+03.0 ",Pa134,2025050524351107584,B,294.0639,26.9591,1.23,20.23,1.26,1.47,0.56,294.0639,26.9591
698," ","PN G061.9+02.9 ",CGMW5-11005,2025146800299621888,A,294.1496,27.0692,0.45,21.1,0.9,2.55,-0.44,294.1496,27.0692
699," ","PN G061.9+41.3 ",DdDm1,1331566790929938432,B,250.0756,38.7056,0.14,15.17,-0.02,0.09,-0.07,250.0756,38.7056
700," ","PN G062.0+02.5 ",IPHASXJ193827.8+265752,2025098146936552576,A,294.6161,26.9645,0.31,18.25,0.54,1.79,-0.43,294.6161,26.9645
701," ","PN G062.1+03.1 ",IPHASXJ193617.5+272051,2025166763313254400,A,294.0733,27.3478,0.33,20.19,0.4,1.47,-0.39,294.0733,27.3478
702," ","PN G062.4+00.6 ",IPHASXJ194645.3+262211,2027773464831143168,A,296.6888,26.3704,2.0,21.04,2.28,11.68,-1.58,296.6888,26.3704
703," ","PN G062.4+09.5 ",NGC6765,2039515046435901440,A,287.7773,30.5454,0.11,17.6,-0.17,0.39,-0.39,287.7773,30.5454
704," ","PN G062.4-00.2 ",M2-48,2026955977938203264,A,297.6189,25.9085,0.39,22.05,1.31,9.22,-1.7,297.6189,25.9085
705," ","PN G062.7-00.7 ",IPHASXJ195248.8+255359,2026853242333963904,A,298.2034,25.9001,1.06,20.97,1.93,9.06,-1.47,298.2034,25.9001
706,*,"PN G062.9-25.2 ",Fr2-16,1746496503290277888,A,319.578,12.0256,0.23,16.44,-0.52,0.12,-0.59,319.578,12.0256
707," ","PN G063.1+00.8 ",IPHASXJ194745.5+270150,2027867644892678400,A,296.9389,27.0298,3.9,21.02,1.39,6.74,-1.4,296.9389,27.0298
708,*,"PN G063.1+13.9 ",NGC6720,2090486618786534784,A,283.3962,33.0291,0.29,15.65,-0.54,0.14,-0.62,283.3962,33.0291
709," ","PN G063.2+02.3 ",Pa53,2031177518533766016,B,295.453,27.8673,0.53,17.08,1.07,2.23,-0.08,295.453,27.8673
710," ","PN G063.2-04.9 ",Kn14,1833636265835954048,B,302.4258,24.1275,0.21,20.04,1.13,2.52,-0.17,302.4258,24.1275
711," ","PN G063.3+02.2 ",IPHASXJ194240.5+275109,2031165660089336192,B,295.6701,27.8526,3.38,20.82,0.89,1.85,-0.07,295.6701,27.8526
712," ","PN G063.7+00.7 ",IPHASXJ194930.9+273028,2027999723731804672,A,297.3784,27.5094,5.95,21.02,-1.14,6.8,-2.3,297.3784,27.5094
713," ","PN G063.8-03.3 ",K3-54,1834720521736114816,B,301.2443,25.4437,0.09,17.93,1.79,3.04,0.34,301.2443,25.4437
714," ","PN G063.9-01.2 ",Te1,2027268853416275456,A,299.3429,26.6523,0.15,20.05,0.85,4.62,-1.28,299.3429,26.6523
715," ","PN G064.1-04.9 ",IPHASXJ201144.3+245006,1833780718479339264,A,302.9347,24.8351,0.76,19.81,0.62,1.68,-0.27,302.9347,24.8351
716," ","PN G064.5+03.4 ",Kn15,2031657180462828288,A,295.1681,29.5029,0.23,17.69,0.38,1.1,-0.21,295.1681,29.5029
717," ","PN G064.5-06.9 ",Kn16,1831949378782925952,B,305.0481,24.077,0.81,20.65,0.34,0.78,-0.08,305.0481,24.077
718,*,"PN G064.6+48.2 ",NGC6058,1380199049219990784,A,241.1106,40.683,0.1,13.73,-0.52,0.09,-0.57,241.1106,40.683
719," ","PN G064.6-04.7 ",Pa145,1835499250843571712,B,303.0657,25.3705,0.03,20.61,1.07,2.25,-0.09,303.0657,25.3705
720,*,"PN G064.7+05.0 ",BD+303639,2032744769234150016,B,293.6885,30.5163,0.03,10.34,0.5,0.3,0.35,293.6885,30.5163
721," ","PN G064.8-03.8 ",StDr42,1836342992876819072,A,302.3644,25.9932,4.01,21.14,1.04,3.68,-0.83,302.3644,25.9932
722," ","PN G064.9+15.5 ",M1-64,2093171999835941504,B,282.5087,35.2432,0.4,19.35,0.22,0.18,0.12,282.5087,35.2432
723," ","PN G064.9-02.1 ",K3-53,1835203619659154688,A,300.8435,27.0152,0.15,18.37,1.32,4.11,-0.75,300.8435,27.0152
724,*,PN G064.9-09.1a,Pa15,1830887113098897920,A,307.2816,23.186,0.69,16.67,-0.19,0.35,-0.39,307.2816,23.186
725," ","PN G065.2-05.6 ",Hen1-6,1835268185902868992,B,304.339,25.3631,0.77,20.64,0.62,0.99,0.1,304.339,25.3631
726," ","PN G065.4+03.1 ",TaWe2,2032079697828332544,B,295.9496,30.2354,1.19,20.9,0.68,1.2,0.06,295.9496,30.2354
727,*,"PN G065.4+20.2 ",StDr29,2096246444804803328,A,277.2587,37.3349,0.42,17.8,-0.5,0.02,-0.51,277.2587,37.3349
728," ","PN G065.7+04.8 ",Kn17,2033168076901487744,B,294.3451,31.2494,1.07,19.18,0.92,0.48,0.69,294.3451,31.2494
729," ","PN G065.8+05.1 ",IPHASXJ193630.2+312810,2033188971938317952,B,294.127,31.4689,3.5,20.62,1.35,0.48,1.14,294.127,31.4689
730,*,"PN G065.9+00.5 ",NGC6842,2028777318992611072,A,298.7596,29.2883,0.04,16.08,0.37,1.14,-0.24,298.7596,29.2883
731," ","PN G066.1+04.7 ",IPHASXJ193849.6+313744,2033203609193896064,B,294.7075,31.6311,7.44,20.54,0.6,0.74,0.22,294.7075,31.6311
732," ","PN G066.2+01.9 ",Pre7,2031942125768335104,A,297.6396,30.2568,2.66,20.96,1.53,4.29,-0.63,297.6396,30.2568
733," ","PN G066.5+15.1 ",Ra1,2093708870751911040,A,283.6912,36.5033,0.37,18.74,-0.42,0.3,-0.58,283.6912,36.5033
734," ","PN G066.5-14.8 ",Kn45,1814597642173959168,A,313.2664,21.003,0.06,18.46,-0.41,0.32,-0.59,313.2664,21.003
735,*,"PN G066.7-28.2 ",NGC7094,1770058865674512896,A,324.2207,12.7886,0.24,13.52,-0.39,0.3,-0.56,324.2207,12.7886
736," ","PN G066.8+02.9 ",IPHASXJ194751.9+311818,2033745393571783808,B,296.9663,31.305,0.1,16.48,1.14,1.79,0.24,296.9663,31.305
737," ","PN G066.9-05.2 ",Hen1-7,1835909441720893952,A,304.9089,27.0031,0.01,17.79,0.28,1.27,-0.41,304.9089,27.0031
738," ","PN G066.9-07.8 ",Kn19,1832550223218972800,A,307.3358,25.5442,0.78,19.93,0.22,1.17,-0.42,307.3358,25.5442
739," ","PN G067.5+01.8 ",MVP1,2033594829188744832,A,298.4931,31.3562,2.54,21.04,1.7,3.84,-0.22,298.4931,31.3562
740," ","PN G067.6+01.4 ",IPHASJ195549.80+311340.0,2033545522920043904,B,298.9574,31.2278,0.13,19.66,2.2,2.76,1.01,298.9574,31.2278
741," ","PN G067.9+02.4 ",IPHASXJ195221.6+315859,2033831567750197376,A,298.0911,31.9835,2.16,20.76,1.19,3.67,-0.68,298.0911,31.9835
742," ","PN G068.1+11.0 ",ETHOS1,2050526964622031744,B,289.1312,36.1632,0.6,17.2,-0.06,0.21,-0.17,289.1312,36.1632
743," ","PN G068.2+00.9 ",IPHASXJ195919.0+312534,2030933937990031232,B,299.8295,31.4261,0.32,19.66,2.71,2.69,1.62,299.8295,31.4261
744," ","PN G068.2-16.0 ",Kn44,1837961057377917056,A,315.3353,21.6684,0.35,18.24,-0.26,0.35,-0.45,315.3353,21.6684
745," ","PN G068.3-02.7 ",Hen2-459,1837452503203933184,B,303.4912,29.5655,0.11,15.78,1.82,2.9,0.46,303.4912,29.5655
746," ","PN G068.6+01.1 ",Hen1-4,2033978627428592000,A,299.826,31.9106,0.39,20.39,0.65,2.53,-0.69,299.826,31.9106
747," ","PN G068.6-00.2 ",IPHASXJ200457.3+311416,2030777017063842176,B,301.2408,31.2382,0.11,18.98,1.91,2.55,0.76,301.2408,31.2382
748," ","PN G068.7+01.9 ",K4-41,2034043051976038400,A,299.1418,32.3703,0.05,18.72,0.92,2.51,-0.4,299.1418,32.3703
749," ","PN G068.8-00.0 ",M1-75,2030793514041787264,B,301.1842,31.4566,1.73,20.02,1.89,3.15,0.41,301.1842,31.4566
750," ","PN G069.2+02.8 ",K3-49,2035106004835235712,B,298.5026,33.3701,0.09,16.47,1.46,2.44,0.27,298.5026,33.3701
751," ","PN G069.2+03.8 ",K3-46,2035349890218513280,B,297.5004,33.7647,2.36,20.55,1.35,1.74,0.52,297.5004,33.7647
752," ","PN G069.4+-3.8 ",StDr11,1861247992106454400,B,305.2107,29.8317,4.69,20.63,1.96,2.34,0.92,305.2107,29.8317
753,*,"PN G069.4-02.6 ",NGC6894,2053683628140774528,A,304.0998,30.565,0.99,18.19,0.26,1.27,-0.43,304.0998,30.565
754,*,"PN G069.6+15.7 ",KnJ1857.7+3931,2103243049609815296,A,284.426,39.5167,0.41,15.63,-0.31,0.23,-0.43,284.426,39.5167
755," ","PN G069.6-00.9 ",PM1-319,2054027397321560960,B,302.657,31.6325,0.3,21.23,1.93,8.66,-1.43,302.657,31.6325
756," ",PN G070.0+01.8a,IRAS19581+3320,2034409361147890432,B,300.0287,33.4836,0.07,15.5,2.3,3.4,0.8,300.0287,33.4836
